fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol per liter,total acidity,acid ratio,normalized residual sugar,sweetness level,WQI
7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,Medium,9.963999999999999,Medium,0.005,1.7061421116017663,Dry,11.737785935353681
7.4,0.6,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,Low,9.38308,Medium,0.0325,7.31316369465037,Medium,19.395784080552367
7.3,0.59,0.26,7.2,0.07,35.0,121.0,0.9981,3.37,0.49,9.4,Low,9.38214,Medium,0.0325,7.21370604147881,Medium,19.906826412331117
7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,Low,9.46295,Medium,0.06,1.7066559582371248,Dry,36.89483669977379
6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,Low,10.15512,Medium,0.014285714285714287,2.1092808356769788,Dry,30.928801603038217
7.3,0.55,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,Low,8.9604,Medium,0.00375,1.6070711128967456,Dry,15.171104359455553
6.8,0.63,0.07,2.1,0.089,11.0,44.0,0.9953,3.47,0.55,10.4,Medium,10.35112,Medium,0.01,2.109916608057872,Dry,22.96942136190116
7.5,0.705,0.24,1.8,0.36,15.0,63.0,0.9964,3.0,1.59,9.5,Low,9.4658,Medium,0.03,1.8065034122842234,Dry,24.259833710350375
7.9,0.885,0.03,1.8,0.058,4.0,8.0,0.9972,3.36,0.33,9.1,Low,9.07452,Medium,0.003333333333333333,1.8050541516245489,Dry,12.54017067306549
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,Medium,9.17424,Medium,0.02125,2.0056157240272765,Dry,17.547458428215855
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,Medium,9.17424,Medium,0.02125,2.0056157240272765,Dry,17.547458428215855
7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,Medium,11.45515,Medium,0.00625,1.9074390121473748,Dry,11.435570838787035
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,Low,9.46295,Medium,0.02625,2.0078305391024998,Dry,27.772472723865736
6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,Low,9.4601,Medium,0.005714285714285714,1.506326571600723,Dry,15.870131026867869
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,Low,9.46295,Medium,0.02625,2.0078305391024998,Dry,27.772472723865736
7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,Medium,10.4706,Medium,0.0525,2.3064580826313676,Dry,26.56240289428187
7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,Low,9.57024,Medium,0.0,2.5077740997090983,Dry,17.118417363221884
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,Low,9.47055,Medium,0.015555555555555557,2.407463135720734,Dry,23.24115754068037
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,Low,9.47055,Medium,0.015555555555555557,2.407463135720734,Dry,23.24115754068037
8.9,0.61,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,Low,9.27396,Medium,0.049,2.0056157240272765,Dry,26.640193957488496
7.2,0.73,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,Low,9.27396,Medium,0.0025,2.5070196550340955,Dry,15.908047907383322
6.8,0.61,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,Low,9.27303,Medium,0.028571428571428574,1.805235182027881,Dry,32.60793032479112
6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,Medium,9.2721,Medium,0.03,1.905717151454363,Dry,41.82594140851953
8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,Low,9.671869999999998,Medium,0.06333333333333332,2.0058168689198674,Dry,18.76641033048689
7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,Low,9.17424,Medium,0.06,2.0056157240272765,Dry,26.69369078627243
7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,Low,9.67672,Medium,0.0125,2.6062550120288694,Dry,17.053737130567917
7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,Low,9.4696,Medium,0.04125,2.0064205457463884,Dry,50.189611236680655
7.9,0.49,0.32,1.9,0.082,17.0,144.0,0.9968,3.2,0.55,9.5,Low,9.4696,Medium,0.04,1.906099518459069,Dry,44.88288037068079
8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,Low,9.37744,Medium,0.03888888888888889,2.9069767441860463,Dry,32.635855327583414
6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,Medium,9.77452,Medium,0.03571428571428571,1.9049528774814517,Dry,14.911361359793887
6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,Low,9.47055,Medium,0.017142857142857144,3.811816631557829,Dry,42.160042090468615
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,Low,9.66508,Medium,0.02625,2.207948615014051,Dry,22.586308817185103
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,Low,9.66508,Medium,0.02625,2.207948615014051,Dry,22.586308817185103
7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,Low,9.36992,Medium,0.04125,2.0064205457463884,Dry,27.545887160010334
7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,Low,10.167359999999999,Medium,0.0375,2.407704654895666,Dry,21.092566521997465
11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,Medium,10.08081,High,0.049999999999999996,2.003807233744114,Dry,13.081669889091913
5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,Medium,12.9012,Medium,0.013333333333333334,1.2091898428053205,Dry,39.28368729408394
6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,Low,11.340720000000001,Medium,0.0075,2.1109770808202653,Dry,15.710068724531272
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,Medium,10.268585,Medium,0.047,1.4042830633431966,Dry,15.505561037720833
8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,Low,9.276750000000002,Medium,0.05333333333333333,2.1052631578947367,Dry,20.86993125531011
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,Low,9.456775,Medium,0.015714285714285715,1.5068561956903914,Dry,18.29475942515864
7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,Low,9.164119999999999,Medium,0.049999999999999996,1.6062644312819998,Dry,15.139633258959979
7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,Medium,9.164579999999999,Medium,0.05142857142857143,1.6061838076594892,Dry,16.167956941951505
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,Medium,10.793520000000001,High,0.05692307692307692,2.6015609365619374,Dry,17.282225888892555
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,Medium,10.793520000000001,High,0.05692307692307692,2.6015609365619374,Dry,17.282225888892555
7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,Low,9.265125000000001,Medium,0.03875,1.806775407779172,Dry,25.660300631268374
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,Low,9.36804,Medium,0.035,2.7092113184828417,Dry,28.93495962615133
11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,Medium,10.479,High,0.05272727272727273,2.1042084168336674,Dry,15.501130329560821
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,Medium,12.34854,Medium,0.06,2.0083345885424513,Dry,21.02099689639545
8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,Medium,9.9685,Medium,0.026666666666666665,2.808847870792998,Dry,33.483487155669444
11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,Medium,10.179599999999999,High,0.05333333333333334,2.1042084168336674,Dry,16.82448800163043
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,Low,10.05859,Medium,0.02888888888888889,2.209057134250427,Dry,14.016794493490934
7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,Medium,9.77452,Medium,0.008888888888888889,2.40625626629236,Dry,23.014389441727104
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,Low,10.4727,Medium,0.06999999999999999,5.614597954682173,Medium,25.944475075648988
8.7,0.625,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,Low,10.9582,Medium,0.017777777777777778,2.007628990162618,Dry,21.14255759935857
8.1,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,Low,9.06997,Medium,0.024444444444444446,2.2072840373231664,Dry,21.150320526347112
7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,Low,9.65829,Medium,0.02375,1.9082052827156772,Dry,24.7306736637538
7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,Low,9.467225000000001,Medium,0.04125,2.408308664893884,Dry,32.56221058069848
7.8,0.34,0.37,2.0,0.082,24.0,58.0,0.9964,3.34,0.59,9.4,Medium,9.36616,Medium,0.04625,2.007226013649137,Dry,14.737024257632788
7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,Low,9.359580000000001,Medium,0.0325,2.008637139700713,Dry,25.160379626930926
6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,Low,9.454875,Medium,0.005714285714285714,1.5071590052750565,Dry,12.945966332086373
8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,Medium,9.9815,Medium,0.027777777777777776,2.0037068576867205,Dry,19.878266540580928
8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,Low,10.373479999999999,Medium,0.04,2.0051130382475315,Dry,20.774008914980918
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,Medium,10.459575,Medium,0.03125,2.6100486874466697,Dry,13.447560911768505
8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,Medium,9.4658,Medium,0.05555555555555555,2.007226013649137,Dry,17.8451863570018
9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,Low,9.784320000000001,Medium,0.014000000000000002,2.604166666666667,Dry,15.089798699773649
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,Medium,10.459575,Medium,0.03125,2.6100486874466697,Dry,13.447560911768505
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,Low,10.96535,Medium,0.03571428571428571,2.6082158800220694,Dry,21.374046105663425
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,Medium,12.11094,Medium,0.006666666666666667,1.6117658910043318,Dry,31.588392820890217
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,Medium,9.862875,Medium,0.0075,1.806775407779172,Dry,23.026158101158096
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,Medium,9.5808,Medium,0.022222222222222223,2.8056112224448895,Dry,18.541208672588205
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,Low,10.96535,Medium,0.03571428571428571,2.6082158800220694,Dry,21.374046105663425
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,Medium,8.97165,Medium,0.01,2.3072678938656765,Dry,28.84712545711271
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,Medium,8.97075,Medium,0.0,1.9061951341861048,Dry,16.438040698052514
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,Medium,8.97075,Medium,0.0,1.9061951341861048,Dry,16.438040698052514
7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,Medium,9.1701,Medium,0.0,1.9061951341861048,Dry,15.856351288430664
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,Medium,8.97075,Medium,0.0,1.9061951341861048,Dry,16.438040698052514
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,Medium,8.97165,Medium,0.01,2.3072678938656765,Dry,28.84712545711271
8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,Low,9.27303,Medium,0.037,1.7049443385818874,Dry,64.75825222455362
12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,Medium,10.891825,High,0.04666666666666667,2.101576182136603,Dry,21.8149505463767
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,Medium,9.757370000000002,Medium,0.0125,1.8078642093105006,Dry,22.01368477178105
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,Medium,9.20046,High,0.029333333333333333,2.199890005499725,Dry,13.549011296746228
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,Medium,9.20046,High,0.029333333333333333,2.199890005499725,Dry,13.549011296746228
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,Medium,9.88317,Medium,0.0,2.003405789842733,Dry,22.078456473869316
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,Low,9.470075,Medium,0.00875,1.90600391232382,Dry,18.756145727221277
8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,Low,9.26559,Medium,0.01888888888888889,2.308541603934558,Dry,35.577789636318634
7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,Medium,9.762270000000001,Medium,0.0075,1.7065702956382072,Dry,24.326090664137595
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,Medium,9.88317,Medium,0.0,2.003405789842733,Dry,22.078456473869316
10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,Medium,9.985000000000001,High,0.04,1.602403605408112,Dry,13.561186435523114
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,Medium,9.87228,Medium,0.0,1.8050541516245489,Dry,13.510907725907726
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,Low,10.4853,High,0.04363636363636363,3.1043460845183257,Dry,22.86794213007903
7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,Low,9.46105,Medium,0.0525,1.9078220704890048,Dry,56.338452669540935
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,Medium,9.87228,Medium,0.0,1.8050541516245489,Dry,13.510907725907726
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,Low,9.269775000000001,Medium,0.025555555555555557,3.2104339102081765,Dry,37.43873154822162
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,Low,9.1816,Medium,0.037,2.2044088176352705,Dry,15.214389396210985
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,Low,9.17056,Medium,0.0,2.106741573033708,Dry,26.384759036458735
7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,Low,9.36992,Medium,0.095,1.8057784911717496,Dry,32.111181270494924
10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,Medium,10.496325,Medium,0.047,2.600910318611514,Dry,13.920882489904645
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,Low,9.265125000000001,Medium,0.02875,1.7063989962358845,Dry,15.123227060624728
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,Low,9.359110000000001,Medium,0.005,2.0087380103450005,Dry,30.724295812169217
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,Low,9.9575,Medium,0.003333333333333333,1.7072558373085613,Dry,20.059590787162325
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,Low,9.26559,Medium,0.02875,1.806684733514002,Dry,13.25160731885937
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,Low,10.89891,High,0.03769230769230769,2.4002400240024,Dry,28.64412097457323
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,Medium,10.167359999999999,High,0.043333333333333335,1.8057784911717496,Dry,10.19746393723737
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,Low,9.802450000000002,Medium,0.0,3.29917520619845,Dry,14.32540795780502
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,High,12.76544,Medium,0.0575,3.609746315050637,Dry,14.775683613906088
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,Medium,9.387780000000001,Medium,0.005714285714285714,3.003905076599579,Dry,22.341418312540007
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,Medium,10.09596,High,0.0425,4.001600640256102,Dry,30.624913932290553
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,Medium,10.66255,Medium,0.0075,4.014049172102358,Dry,13.771156951569232
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,Medium,10.09596,High,0.0425,4.001600640256102,Dry,30.624913932290553
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,Low,10.093435,High,0.05272727272727273,4.002601691099215,Dry,20.988628711623452
8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,Low,9.37509,Medium,0.022222222222222223,2.4063768987817715,Dry,21.401812281468974
7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,Low,9.39201,Medium,0.0225,7.005955061802532,Medium,19.984317469848534
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,Medium,10.66255,Medium,0.0075,4.014049172102358,Dry,13.771156951569232
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,Medium,9.387780000000001,Medium,0.005714285714285714,3.003905076599579,Dry,22.341418312540007
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,Medium,10.09596,High,0.0425,4.001600640256102,Dry,30.624913932290553
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,High,12.56976,High,0.04090909090909091,6.415396952686447,Medium,14.864923649364675
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,Medium,10.49055,Medium,0.035555555555555556,5.6050445400860776,Medium,25.75199603174603
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,Medium,9.286980000000002,High,0.03666666666666667,3.605047065892249,Dry,17.642857785673648
7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,Medium,9.87228,Medium,0.085,3.5098275170477335,Dry,12.921212949994061
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,Low,9.07361,Medium,0.015,3.0087253033798014,Dry,24.697642675390764
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,Medium,10.49055,Medium,0.035555555555555556,5.6050445400860776,Medium,25.75199603174603
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,Low,9.801470000000002,Medium,0.007000000000000001,3.3994900764885263,Dry,13.20728185168133
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,Low,9.801470000000002,Medium,0.007000000000000001,3.3994900764885263,Dry,13.20728185168133
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,Medium,10.29691,High,0.04583333333333334,2.000600180054016,Dry,11.573921168622311
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,Medium,10.266010000000001,Medium,0.015,3.009932778167954,Dry,11.802132690431986
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,Medium,10.57456,Medium,0.01,2.506014434643143,Dry,14.609549977538185
11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,Low,9.209199999999997,High,0.04416666666666667,3.296703296703297,Dry,16.72504099828309
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,Medium,10.57456,Medium,0.01,2.506014434643143,Dry,14.609549977538185
11.0,0.2,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,Low,10.47795,High,0.04363636363636363,2.004208838560978,Dry,17.66078013728014
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,Medium,10.29382,High,0.02090909090909091,2.7016209725835503,Dry,15.3334789938753
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,Medium,10.06364,Medium,0.03571428571428571,2.408671216378964,Dry,18.941203641550594
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,Medium,9.513300000000001,High,0.037142857142857144,3.195526263231476,Dry,17.218624223707767
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,Low,9.50095,High,0.04181818181818182,2.4997500249975,Dry,28.877002778439312
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,Low,9.88119,High,0.03363636363636364,2.604949403867348,Dry,15.397391308948277
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,Low,9.58608,Medium,0.0075,2.0029042111061037,Dry,21.153932168745786
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,Low,9.693209999999999,Medium,0.0025,2.3016111277894526,Dry,33.986288093922695
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,Low,9.58512,Medium,0.0075,2.103260053082278,Dry,23.70535303096993
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,Medium,10.66255,Medium,0.0075,2.6091319618665327,Dry,13.65225346333843
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,Medium,10.07273,High,0.04363636363636363,1.504060964604432,Dry,12.708878924276954
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,Low,9.994,Medium,0.013333333333333332,2.6015609365619374,Dry,14.205038592669968
7.4,0.67,0.12,1.6,0.186,5.0,21.0,0.996,3.39,0.54,9.5,Low,9.462,Medium,0.015,1.606425702811245,Dry,24.12206175790154
8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.9973,3.2,0.52,9.2,Low,9.175159999999998,Medium,0.06666666666666667,2.1056853504462048,Dry,39.961818134628956
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,Medium,9.29814,High,0.04363636363636363,2.500500100020004,Dry,22.794258179862837
7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,Low,9.36804,Medium,0.04,2.207505518763797,Dry,41.23509026842109
10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,Medium,9.494299999999999,High,0.03818181818181818,2.4014408645187113,Dry,13.979407940663174
10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,Medium,9.494299999999999,High,0.04,2.4014408645187113,Dry,14.313380646695197
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,Medium,9.4696,Medium,0.0475,1.7054574638844302,Dry,19.458548679030052
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,Medium,9.29814,High,0.04363636363636363,2.500500100020004,Dry,22.794258179862837
7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,Medium,9.362400000000001,Medium,0.03,2.0080321285140563,Dry,37.53564096884731
9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,Medium,9.482425,Medium,0.034444444444444444,2.8051896007614086,Dry,28.1042563898913
8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,Low,9.37744,Medium,0.03333333333333333,3.007217321571772,Dry,24.847997688111835
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,Low,10.960949999999999,Medium,0.03625,2.6092628832354863,Dry,16.55156384117202
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,Medium,10.9582,Medium,0.041428571428571426,2.5095362377032724,Dry,16.094394251796313
9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,Low,10.09596,Medium,0.023,3.401360544217687,Dry,14.5823739083614
9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,Medium,10.38596,Medium,0.012,2.9039202923947327,Dry,14.447271489960405
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,Medium,11.48735,Medium,0.039,3.2035238762638905,Dry,16.13021889006579
9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,Medium,10.38596,Medium,0.012,2.9039202923947327,Dry,14.447271489960405
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,Medium,11.48735,Medium,0.039,3.2035238762638905,Dry,16.13021889006579
9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,Low,9.697574999999999,Medium,0.026000000000000002,3.400850212553138,Dry,19.562531193482776
7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63,9.3,Low,9.275355000000001,Medium,0.00625,2.3061111946658643,Dry,17.557572298036177
10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.999,3.28,0.7,9.5,Medium,9.4905,High,0.03818181818181818,2.8028028028028027,Dry,12.487711982883118
10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,Medium,9.213799999999999,Medium,0.02,10.983524712930603,Medium,21.168119991865453
